1,0,255,0,255
2,0,0,255,255
4,255,0,255,255
9,255,255,0,255
10,255,135,0,255
11,255,0,0,255
12,0,255,255,255
20,0,255,0,255
21,0,255,0,255
22,0,255,0,255
23,0,255,0,255
24,40,165,165,255
25,0,255,255,255
26,255,255,0,255
27,255,135,0,255
